,age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,over50K
4179,52,2,11,6,7,1,4,0,5,0,17,38,0
30905,7,2,9,2,11,0,4,1,0,0,44,38,0
26612,36,1,14,4,9,1,4,0,0,0,49,38,1
13185,16,3,11,2,3,0,4,1,0,0,49,38,0
23483,31,2,15,4,0,1,4,0,0,0,39,38,0
14342,12,2,0,2,4,5,4,0,0,0,39,38,0
3432,19,2,11,2,2,0,4,1,63,0,54,38,0
26033,10,2,9,2,2,0,4,1,0,0,39,38,0
2111,24,2,9,2,10,0,4,1,107,0,59,38,1
27676,18,0,9,2,3,0,4,1,0,0,39,38,1
3707,24,5,15,2,0,5,4,0,49,0,39,38,1
22699,41,3,9,2,9,0,4,1,0,0,59,38,1
6820,22,2,9,4,3,1,4,1,0,0,44,38,0
16366,48,1,15,4,9,1,2,0,0,0,39,38,0
28587,3,2,11,2,11,0,4,1,0,0,39,38,0
15931,49,3,11,2,0,5,4,0,0,0,39,38,1
12743,34,2,15,2,0,5,2,0,0,0,34,22,0
2382,27,2,9,2,3,0,4,1,93,0,59,38,1
26169,9,2,9,4,9,3,1,0,0,0,39,38,0
20752,7,2,9,4,11,1,4,1,0,0,49,38,0
19925,10,2,15,4,7,1,4,1,0,0,24,38,0
12933,6,2,9,4,3,1,4,0,0,0,44,38,0
18178,31,4,15,0,5,3,4,0,0,0,39,38,0
1600,21,0,14,4,9,1,1,0,117,0,56,1,1
23354,17,2,11,0,4,1,4,1,0,0,39,38,0
5063,27,3,15,2,11,0,4,1,0,0,67,38,1
2440,30,1,12,2,9,0,4,1,93,0,59,38,1
1140,40,2,15,2,2,0,4,1,0,30,44,38,0
25061,23,2,11,2,8,5,4,0,0,0,44,38,0
20287,40,2,11,5,2,4,4,1,0,0,39,38,0
22256,14,2,2,4,4,1,2,1,0,0,59,38,0
8877,26,4,11,2,11,0,4,1,0,0,39,38,0
5596,12,2,9,2,11,0,4,1,0,0,49,38,0
30751,3,2,4,4,5,4,4,1,0,0,29,12,0
1155,11,2,8,4,6,1,4,0,0,29,41,38,0
20819,41,2,11,0,11,1,4,0,0,0,23,38,0
4636,43,2,15,4,9,4,4,1,0,0,39,38,1
14138,14,2,11,4,2,1,4,1,0,0,44,38,0
30788,21,2,11,2,2,0,4,1,0,0,39,38,0
5154,21,2,15,4,7,3,4,1,0,0,39,38,0
13260,25,2,15,2,9,0,4,1,0,0,39,38,1
27410,2,2,15,4,7,3,4,1,0,0,19,38,0
17480,7,2,9,4,9,3,4,0,0,0,19,38,0
16274,23,2,1,4,6,1,4,0,0,0,36,5,0
29776,33,3,12,2,11,0,4,1,0,0,39,38,1
342,8,2,15,4,0,1,4,1,0,49,39,38,0
26556,16,2,9,0,0,1,4,0,0,0,44,38,0
26368,36,2,9,2,2,0,4,1,0,0,39,38,1
9861,22,2,9,0,9,1,4,1,0,0,39,38,0
10523,33,2,8,2,7,5,2,0,0,0,39,38,0
27577,8,2,9,2,9,0,4,1,0,0,39,38,0
32521,19,2,5,2,2,0,4,1,0,0,39,38,0
19348,26,2,9,2,9,0,4,1,0,0,39,38,1
7705,11,2,15,2,3,0,4,1,0,0,47,38,0
961,41,2,7,2,6,0,2,1,0,42,39,38,1
2831,19,2,8,2,3,5,4,0,90,0,54,38,1
17278,6,2,9,4,7,1,4,0,0,0,39,38,0
29041,40,2,10,2,9,0,1,1,0,0,39,35,1
9263,3,2,11,4,2,3,4,1,0,0,19,38,0
7560,2,2,15,4,7,3,4,0,0,0,19,38,0
8415,40,0,15,0,9,1,4,1,0,0,47,38,1
9977,16,4,11,4,13,1,4,1,0,0,59,38,0
9657,30,2,8,4,9,1,4,0,0,0,39,38,0
6863,14,2,9,4,11,1,4,1,0,0,39,38,0
3162,20,2,15,2,12,5,4,0,76,0,39,38,0
18988,20,2,9,4,3,1,4,1,0,0,49,38,0
22793,22,2,11,4,13,3,4,1,0,0,39,38,0
25157,7,2,15,4,9,1,4,1,0,0,39,38,0
18583,18,2,15,4,2,3,4,1,0,0,39,38,0
12872,10,2,11,4,7,1,4,1,0,0,47,38,0
22415,5,2,11,4,0,3,4,0,0,0,27,38,0
6559,33,4,11,0,4,1,4,1,0,0,39,38,0
11865,7,2,11,2,2,0,4,1,0,0,49,38,0
2907,11,2,9,2,11,0,4,1,90,0,41,38,1
25573,28,2,15,0,9,4,4,0,0,0,19,38,0
2553,23,2,12,2,9,0,4,1,93,0,39,38,1
31128,39,2,11,2,5,0,4,1,0,0,17,38,0
18708,16,2,11,0,0,3,3,0,0,0,63,38,0
29958,25,2,9,2,0,0,1,1,0,0,39,38,1
13037,26,2,15,2,6,0,2,1,0,0,49,38,0
16689,10,2,9,4,12,1,1,0,0,0,39,29,0
2173,20,2,11,4,12,1,4,0,104,0,34,38,1
17137,31,3,12,2,7,0,4,1,0,0,39,38,0
14535,34,1,12,2,9,0,0,1,0,0,39,38,0
12145,22,4,7,2,0,5,4,0,0,0,39,38,1
16596,45,2,12,0,9,1,4,0,0,0,44,38,0
19546,23,1,11,4,2,2,0,1,0,0,39,38,0
20272,22,2,6,5,2,3,4,1,0,0,34,25,0
14670,11,2,6,2,6,5,4,0,0,0,39,38,0
4797,13,5,9,2,12,0,4,1,0,0,39,38,1
4309,16,2,12,2,9,0,4,1,0,0,49,38,0
26076,23,2,9,2,9,0,4,1,0,0,59,38,1
18121,6,2,15,4,9,1,4,0,0,0,44,38,0
27530,32,2,12,2,11,0,4,1,0,0,44,38,0
11657,10,2,9,2,12,5,4,0,0,0,39,38,1
757,28,2,15,2,2,0,4,1,0,44,39,38,1
19892,16,2,0,0,2,1,4,1,0,0,34,8,0
30938,30,2,15,0,3,4,4,0,0,0,39,38,0
26302,38,2,4,2,2,0,4,1,0,0,49,38,0
2044,21,2,11,2,3,5,4,0,107,0,39,38,1
482,22,2,12,2,9,5,4,0,0,48,23,38,1
15018,3,2,11,4,4,3,1,1,0,0,39,38,0
18090,13,2,15,2,9,0,4,1,0,0,24,38,1
29675,28,4,9,2,2,0,4,1,0,0,19,38,0
11965,25,2,15,4,7,3,4,0,0,0,39,38,0
30236,15,4,8,2,2,0,4,1,0,0,39,38,0
15930,9,2,5,4,5,4,4,1,0,0,39,12,0
24267,35,0,9,5,0,4,2,0,0,0,39,38,0
4656,18,2,7,4,3,1,4,0,0,0,59,38,0
23163,21,2,11,2,13,0,3,1,0,0,39,32,0
29904,21,2,15,0,9,1,4,0,0,0,31,38,0
1179,48,4,14,0,9,1,4,1,0,28,39,38,0
7885,18,2,15,0,11,4,4,0,0,0,35,38,0
28805,31,2,11,2,5,5,2,0,0,0,39,38,0
6304,40,2,9,2,3,0,4,1,0,0,39,38,1
5256,19,2,9,2,9,0,4,1,0,0,39,38,0
13002,22,2,0,2,6,0,4,1,0,0,59,38,0
15002,17,2,4,4,5,3,4,1,0,0,39,7,0
8202,22,2,15,0,11,4,1,0,0,0,37,38,0
2148,12,2,9,4,9,1,4,0,105,0,39,38,1
5297,33,2,11,0,0,4,4,0,0,0,39,8,0
17294,13,2,9,4,3,3,1,0,0,0,51,35,0
8884,10,2,8,2,11,0,4,1,0,0,34,38,0
4524,5,5,15,4,10,3,2,0,0,0,39,38,0
12581,46,5,11,0,0,1,4,0,0,0,37,38,0
9005,3,2,15,4,11,3,4,0,0,0,24,38,0
15540,23,1,14,5,9,3,2,0,0,0,39,38,0
5852,51,2,11,4,11,1,4,0,0,0,39,38,0
8188,38,2,9,2,2,0,4,1,0,0,39,38,0
8950,2,2,11,4,5,3,4,0,0,0,24,38,0
30487,11,2,9,4,9,1,4,1,0,0,59,38,1
12149,24,2,12,2,3,0,4,1,0,0,49,38,1
19376,4,2,1,4,2,3,4,1,0,0,44,38,0
14067,2,2,15,4,11,3,4,0,0,0,8,38,0
11137,15,5,9,2,12,0,4,1,0,0,19,38,0
4962,20,2,9,2,3,0,4,1,0,0,44,38,1
737,39,4,11,2,7,0,4,1,0,44,49,1,1
20036,4,2,15,4,0,1,4,1,0,0,44,38,0
24760,3,2,11,4,6,3,4,1,0,0,39,38,0
25343,8,2,11,4,7,1,4,1,0,0,39,38,0
28335,7,2,11,4,6,1,4,1,0,0,44,38,0
2666,24,1,12,0,9,4,4,0,91,0,35,38,1
4485,20,3,9,0,11,1,4,0,0,0,59,38,0
13721,10,2,1,4,2,2,4,1,0,0,59,38,0
17614,3,2,15,4,9,1,4,0,0,0,17,38,0
18394,44,2,5,6,7,1,2,0,0,0,20,38,0
24209,43,5,7,2,9,0,4,1,0,0,19,25,0
12861,5,2,11,2,3,0,4,1,0,0,47,38,0
9767,42,2,11,4,6,1,4,1,0,0,39,38,0
12338,14,2,6,4,6,1,4,1,0,0,39,38,0
14037,41,2,0,0,13,1,2,1,0,0,49,38,0
3716,35,2,15,2,3,0,4,1,49,0,54,38,1
7834,35,2,8,2,7,5,4,0,0,0,19,38,1
29808,5,2,15,4,0,1,4,0,0,0,39,38,0
30996,12,2,8,4,0,3,4,0,0,0,34,38,0
4447,25,2,9,2,0,5,2,0,0,0,39,38,0
26315,24,4,15,2,11,0,4,1,0,0,59,25,1
15765,15,2,15,2,11,0,4,1,0,0,39,38,1
19048,25,3,12,2,4,0,4,1,0,0,59,38,1
23754,14,2,11,2,5,0,4,1,0,0,54,38,0
24394,14,0,8,4,9,3,4,1,0,0,39,38,0
31774,36,2,11,0,7,1,4,0,0,0,39,38,0
18246,8,0,9,4,12,1,4,1,0,0,44,38,0
16825,21,2,11,2,2,0,4,1,0,0,49,38,1
7419,9,2,11,2,13,0,4,1,0,0,43,38,0
14278,13,5,9,2,10,0,4,1,0,0,68,38,1
18370,20,2,7,2,11,0,4,1,0,0,39,38,0
23784,20,2,15,2,13,0,4,1,0,0,39,38,0
30022,38,2,11,0,6,1,4,0,0,0,39,38,0
30737,17,2,11,2,2,0,4,1,0,0,39,38,0
3324,14,2,15,2,2,0,4,1,67,0,49,38,1
18559,33,2,11,2,11,5,4,0,0,0,14,38,0
2733,7,2,15,2,0,0,4,1,90,0,39,38,1
28433,7,2,15,4,7,1,4,1,0,0,29,38,0
15803,19,2,11,5,7,4,2,0,0,0,29,38,0
17204,42,5,12,2,9,0,4,1,0,0,49,38,0
27108,20,2,11,2,0,5,4,0,0,0,39,38,1
2412,27,5,12,2,9,0,2,1,93,0,39,38,1
18604,17,2,10,2,9,0,4,1,0,0,49,38,1
4021,22,2,15,4,0,3,4,0,24,0,44,38,0
5258,27,2,11,2,2,0,4,1,0,0,39,38,0
7953,8,2,11,4,7,1,4,0,0,0,34,38,0
31930,36,3,15,6,11,1,4,0,0,0,59,38,0
10846,26,4,9,2,6,5,1,0,0,0,75,36,0
18965,13,0,9,2,9,0,4,1,0,0,39,38,1
14073,9,3,11,2,3,0,4,1,0,0,59,38,0
6254,5,2,0,4,13,3,4,1,0,0,24,38,0
17873,35,2,9,0,4,1,4,1,0,0,39,38,0
7957,29,2,6,2,7,0,4,1,0,0,39,38,0
13787,13,2,11,4,5,1,4,1,0,0,49,10,0
1562,15,2,9,2,9,0,4,1,117,0,49,38,1
2931,22,2,12,4,9,1,4,1,89,0,39,38,0
31379,19,2,15,2,2,0,4,1,0,0,39,38,0
31270,6,2,3,4,4,1,4,1,0,0,35,25,0
6713,5,2,1,4,7,2,4,1,0,0,39,38,0
15660,32,3,11,2,3,0,4,1,0,0,49,38,0
8873,2,1,11,4,2,3,4,1,0,0,39,38,0
11575,7,2,15,4,0,3,2,0,0,0,19,38,0
22683,33,2,12,2,3,0,4,1,0,0,49,38,1
19714,25,2,10,3,9,4,0,0,0,0,39,38,0
13335,11,1,9,2,5,0,4,1,0,0,63,38,1
4787,30,3,4,2,13,0,4,1,0,0,49,4,0
24230,21,2,8,2,5,0,4,1,0,0,49,38,0
29528,19,2,8,0,12,4,4,0,0,0,39,38,0
28173,42,2,11,0,2,1,4,1,0,0,39,38,0
24549,9,2,12,4,3,1,4,0,0,0,47,38,0
945,16,1,9,2,0,0,4,1,0,42,44,38,1
28736,10,2,9,2,11,0,4,1,0,0,49,38,1
18648,23,2,11,2,2,0,4,1,0,0,39,38,1
26292,24,1,15,2,2,0,4,1,0,0,39,38,0
21052,6,2,11,4,11,4,4,0,0,0,47,38,0
9881,1,2,0,4,4,3,4,1,0,0,35,38,0
21202,8,2,11,2,5,0,4,1,0,0,39,38,0
24107,17,2,11,0,2,4,4,1,0,0,44,38,0
13286,30,4,14,4,9,1,4,1,0,0,39,38,1
24341,8,2,11,4,5,2,4,1,0,0,39,25,0
26935,0,4,2,4,5,3,4,1,0,0,14,38,0
11730,17,2,15,2,12,0,4,1,0,0,78,38,1
31211,36,2,11,0,0,4,4,0,0,0,39,38,0
9146,37,2,11,2,13,0,4,1,0,0,49,38,1
19358,15,2,11,2,13,0,4,1,0,0,39,38,0
371,39,2,12,2,2,0,4,1,0,48,43,38,1
10958,11,2,15,4,7,1,2,1,0,0,39,38,0
19567,34,3,11,0,10,1,4,1,0,0,76,38,0
14465,14,5,2,2,7,5,4,0,0,0,39,38,0
12978,29,0,15,2,7,0,4,1,0,0,39,38,0
15909,14,2,15,4,11,3,4,0,0,0,39,38,0
5274,13,1,9,2,9,0,4,1,0,0,49,38,1
11129,27,2,15,4,0,3,2,0,0,0,39,38,0
23165,4,2,15,4,0,3,4,0,0,0,11,38,0
23748,9,2,11,5,11,4,2,0,0,0,36,38,0
15572,2,1,15,4,0,3,4,1,0,0,14,38,0
24099,15,2,8,2,13,0,4,1,0,0,44,38,1
7628,3,2,11,4,11,3,4,0,0,0,19,38,0
3210,32,2,12,0,11,1,4,1,72,0,44,38,1
16792,22,3,11,2,3,0,4,1,0,0,67,38,0
19811,23,2,11,2,7,0,4,1,0,0,44,38,0
1938,34,2,15,2,0,0,4,1,107,0,39,38,1
12449,28,1,12,2,9,0,2,1,0,0,9,38,1
9607,43,5,11,2,10,0,0,1,0,0,39,38,1
20560,8,1,11,4,7,3,4,1,0,0,39,38,0
20374,19,2,9,2,9,0,1,1,0,0,54,23,1
29523,8,2,9,4,0,1,4,0,0,0,39,38,0
29222,39,2,11,2,2,0,4,1,0,0,39,38,0
7100,29,2,15,4,0,3,4,0,0,0,39,38,0
25758,19,2,9,2,3,0,4,1,0,0,49,38,1
6321,17,2,11,2,6,0,4,1,0,0,43,38,1
20425,43,2,8,2,12,0,4,1,0,0,39,38,0
8505,7,2,9,4,11,1,4,1,0,0,59,38,0
24316,6,2,0,4,5,1,4,1,0,0,39,38,0
25544,3,2,11,4,5,3,4,1,0,0,39,38,0
31836,35,2,9,4,9,1,4,1,0,0,37,38,0
27627,19,2,11,2,11,0,4,1,0,0,49,38,0
28469,5,2,9,4,0,3,4,0,0,0,39,38,0
6855,27,1,2,2,2,0,4,1,0,0,54,38,0
3452,25,4,11,2,11,0,4,1,63,0,44,38,0
26306,29,0,9,0,9,1,4,1,0,0,39,38,0
6517,26,2,12,3,3,1,4,1,0,0,49,38,0
14822,43,2,11,0,7,4,2,0,0,0,37,38,0
16250,13,2,0,4,6,2,1,1,0,0,39,39,0
27670,11,2,11,2,0,0,2,1,0,0,39,38,0
21015,15,2,15,0,6,4,0,1,0,0,39,38,0
32007,43,2,1,2,2,0,4,1,0,0,39,38,0
24147,6,2,15,4,13,1,4,1,0,0,39,38,0
22380,59,2,5,6,8,1,4,0,0,0,39,38,0
22951,8,2,7,4,0,4,4,0,0,0,39,38,0
2030,38,0,14,2,3,0,4,1,107,0,39,38,1
21013,36,2,15,0,9,1,4,0,0,0,39,38,0
24965,3,2,15,4,12,3,4,0,0,0,19,38,0
7804,3,2,15,4,7,1,4,0,0,0,19,38,0
21925,38,2,11,0,2,1,4,1,0,0,39,38,0
18598,6,2,6,5,7,1,4,1,0,0,39,38,0
1480,35,2,9,5,0,4,4,0,0,9,39,38,0
5894,8,2,11,2,12,2,4,0,0,0,47,38,1
15171,3,2,11,4,11,1,4,0,0,0,29,38,0
28614,18,2,7,4,0,1,4,0,0,0,34,38,0
19797,2,2,11,4,7,1,4,1,0,0,34,38,0
13502,1,2,15,4,9,3,4,0,0,0,39,38,0
2131,21,2,9,0,9,4,2,0,106,0,44,38,1
18204,19,2,15,2,0,5,4,0,0,0,39,38,0
14133,25,2,7,2,12,0,4,1,0,0,39,38,0
30250,24,2,11,2,2,0,4,1,0,0,59,38,1
20185,17,2,1,2,2,0,4,1,0,0,39,38,0
7057,41,2,15,0,0,4,4,0,0,0,45,38,0
20480,10,2,11,2,0,0,4,1,0,0,38,38,0
14675,24,1,9,0,10,4,4,0,0,0,39,38,0
31557,3,2,15,4,13,3,4,0,0,0,16,38,0
23909,4,2,11,4,13,1,4,1,0,0,59,38,0
31722,9,2,9,4,9,3,4,1,0,0,39,38,0
17044,6,2,15,2,12,0,4,1,0,0,41,38,0
18941,46,2,2,2,2,0,4,1,0,0,39,38,0
7642,26,2,15,2,6,0,4,1,0,0,39,25,0
13774,27,2,9,2,9,0,4,1,0,0,2,38,0
2097,44,2,7,2,11,0,4,1,107,0,39,38,1
16144,42,2,11,0,6,3,4,0,0,0,39,38,0
24897,13,1,9,2,10,0,4,1,0,0,39,38,0
22016,42,2,15,2,12,0,4,1,0,0,39,38,1
27473,31,2,11,2,3,0,4,1,0,0,49,38,0
25146,2,2,1,4,11,3,3,0,0,0,31,26,0
26272,14,2,15,2,3,0,4,1,0,0,39,38,0
6174,34,2,15,2,2,0,4,1,0,0,39,38,1
241,2,4,1,2,2,3,4,1,0,56,54,38,0
3894,38,2,0,2,7,0,2,1,37,0,39,38,0
11834,10,4,11,2,11,0,4,1,0,0,63,38,1
12824,14,0,11,2,0,0,2,1,0,0,49,38,0
25428,28,2,7,0,2,1,4,0,0,0,54,38,0
17334,10,3,12,4,13,3,4,1,0,0,39,38,0
4273,27,2,12,0,3,4,4,0,0,0,39,38,0
10044,25,2,9,2,9,0,4,1,0,0,84,38,0
23044,8,2,9,4,11,3,4,0,0,0,39,38,0
21027,34,2,11,5,0,2,4,0,0,0,39,38,0
12025,21,1,9,2,3,0,2,1,0,0,49,38,1
16726,21,2,15,2,11,0,4,1,0,0,49,38,0
7475,22,2,9,0,0,4,4,0,0,0,19,38,0
9329,34,2,5,3,2,1,2,1,0,0,49,5,0
4249,37,2,11,5,7,4,2,0,0,0,19,38,0
17639,17,2,11,2,2,0,4,1,0,0,29,10,0
17983,23,2,11,4,2,1,4,1,0,0,39,38,0
10595,50,3,12,2,11,0,4,1,0,0,47,38,1
9833,2,2,11,4,6,3,2,0,0,0,39,38,0
19301,1,2,11,4,7,3,4,1,0,0,34,38,0
3576,12,2,11,4,6,1,4,1,52,0,39,6,0
16912,14,2,11,0,0,1,4,1,0,0,39,38,0
31613,17,2,9,4,0,3,4,1,0,0,39,38,0
1589,16,2,9,2,9,0,4,1,117,0,39,38,1
145,44,2,4,4,5,1,2,1,0,69,39,38,0
5157,19,2,7,0,12,1,4,0,0,0,59,38,0
7919,15,2,15,4,7,1,4,1,0,0,49,38,0
4992,2,2,11,4,0,1,4,0,0,0,29,38,0
594,27,4,11,2,9,0,4,1,0,45,39,38,1
17117,15,2,8,2,2,0,4,1,0,0,49,38,0
17718,35,2,11,4,3,4,4,0,0,0,39,38,0
20324,27,2,11,2,2,0,4,1,0,0,44,38,1
16871,10,2,12,4,3,3,4,0,0,0,39,38,0
19156,19,2,11,4,9,1,4,0,0,0,37,38,0
9967,31,2,11,2,2,0,4,1,0,0,39,21,1
18937,12,2,11,4,2,4,4,0,0,0,41,38,0
17196,20,2,11,2,13,0,4,1,0,0,41,38,0
28620,9,2,8,4,11,2,2,1,0,0,63,38,0
476,34,2,15,2,2,0,4,1,0,48,59,38,1
24725,59,2,11,6,0,1,4,1,0,0,5,38,0
5487,8,2,11,0,2,1,4,1,0,0,49,38,0
16115,25,2,11,2,13,0,4,1,0,0,49,38,1
7157,27,2,0,2,13,0,4,1,0,0,39,38,0
21667,23,2,9,0,9,1,4,0,0,0,39,38,0
15543,17,4,0,4,7,3,4,0,0,0,39,38,0
13168,28,2,15,0,2,1,4,1,0,0,39,38,0
29802,8,2,11,4,2,3,4,1,0,0,39,38,0
12500,31,2,1,0,7,1,4,0,0,0,33,38,0
16414,12,2,15,4,4,3,4,1,0,0,39,38,0
26571,7,2,15,4,6,3,3,1,0,0,13,38,0
5716,27,2,15,0,2,1,4,1,0,0,39,38,0
28044,9,2,11,2,11,0,4,1,0,0,39,38,0
18548,8,2,11,4,5,1,4,1,0,0,59,8,0
10732,53,4,15,2,2,0,4,1,0,0,24,38,0
28067,15,1,9,0,9,4,4,0,0,0,34,38,0
24824,23,2,9,5,11,1,4,1,0,0,39,38,0
20782,12,2,11,2,2,0,4,1,0,0,39,38,0
25362,10,2,11,2,5,0,0,1,0,0,7,38,0
23367,24,1,9,2,9,0,4,1,0,0,34,38,1
3815,25,4,8,2,2,0,1,1,42,0,39,38,0
10042,11,2,11,4,9,4,2,1,0,0,39,38,0
8164,13,1,9,4,9,1,2,0,0,0,39,10,0
12134,14,2,0,4,0,4,4,0,0,0,39,38,0
18894,9,2,9,4,9,1,4,0,0,0,39,38,0
10773,10,2,15,2,4,0,4,1,0,0,75,38,0
4932,5,2,15,4,0,3,4,1,0,0,39,38,0
2702,34,2,11,2,13,0,4,1,90,0,59,38,1
31735,28,4,14,4,9,1,4,1,0,0,29,38,1
2631,29,2,9,2,9,0,4,1,93,0,44,38,1
32269,27,1,15,0,7,4,4,0,0,0,39,38,0
29597,10,2,1,2,2,0,4,1,0,0,39,38,0
26031,48,2,11,6,7,4,4,0,0,0,16,38,0
29062,11,5,9,4,9,3,4,1,0,0,15,38,0
13759,12,2,15,0,11,4,4,0,0,0,53,38,0
14044,5,2,15,4,0,3,2,1,0,0,29,5,0
7426,36,2,15,2,3,0,4,1,0,0,59,38,1
15416,15,2,4,2,6,0,0,1,0,0,39,25,0
5296,25,4,15,2,4,0,4,1,0,0,59,38,0
32201,5,2,1,0,11,3,4,1,0,0,49,38,0
29183,31,2,12,2,3,0,4,1,0,0,39,38,1
12669,27,2,8,2,5,0,2,1,0,0,39,38,0
1002,5,2,0,4,11,1,4,0,0,38,24,38,0
23273,10,2,9,4,5,1,2,1,0,0,39,38,0
3299,13,2,12,2,0,0,4,1,67,0,39,38,1
32221,26,2,15,2,6,0,4,1,0,0,39,38,0
3414,28,2,11,2,13,0,3,1,65,0,39,38,0
24646,18,2,11,2,3,0,4,1,0,0,47,38,0
156,25,2,11,4,0,2,2,0,0,69,39,37,0
16601,15,2,11,2,11,0,1,1,0,0,39,16,0
11372,25,2,12,2,3,0,4,1,0,0,39,38,1
28531,26,2,15,0,0,1,4,1,0,0,44,38,0
20184,9,2,9,4,7,2,4,1,0,0,14,38,0
6289,2,2,15,4,3,3,4,0,0,0,29,38,0
19553,30,2,9,2,11,0,4,1,0,0,59,38,1
25320,41,0,11,2,13,0,4,1,0,0,67,38,0
19840,28,2,12,2,9,0,4,1,0,0,49,38,0
6937,20,0,11,0,0,4,4,0,0,0,39,38,0
29200,15,2,1,4,2,1,1,1,0,0,39,18,0
28221,39,4,15,2,3,0,4,1,0,0,49,38,1
11923,14,2,11,2,0,0,0,1,0,0,39,38,1
19141,34,2,11,0,11,1,4,1,0,0,44,38,0
6577,22,2,11,2,11,0,4,1,0,0,49,38,1
27974,19,2,15,2,2,0,4,1,0,0,49,38,0
7932,27,2,15,2,5,0,4,1,0,0,39,38,0
22619,41,2,5,6,7,1,3,0,0,0,29,38,0
25889,10,1,9,4,13,1,4,0,0,0,39,38,0
1120,4,2,15,4,12,3,4,0,0,31,8,38,0
21620,20,2,15,2,2,0,4,1,0,0,39,38,0
816,18,2,11,2,0,5,4,0,0,44,41,38,1
23675,33,1,11,2,13,0,4,1,0,0,39,38,0
9529,41,2,11,0,0,4,2,0,0,0,35,38,0
25625,18,2,9,4,7,1,4,1,0,0,36,38,0
899,11,1,11,4,10,2,2,1,0,43,39,38,0
359,25,1,12,2,3,0,4,1,0,48,39,38,1
140,44,4,11,2,4,0,4,1,0,70,49,38,0
769,12,2,11,2,11,0,4,1,0,44,54,38,1
10045,19,2,11,5,6,1,2,0,0,0,35,38,0
5483,33,2,8,2,13,0,4,1,0,0,44,38,0
966,24,0,12,2,3,0,4,1,0,42,39,38,1
31633,25,2,9,2,12,0,4,1,0,0,49,38,1
10401,20,2,11,0,6,1,4,0,0,0,55,38,0
30371,5,2,9,4,11,1,4,0,0,0,19,38,0
2876,31,2,11,2,9,0,4,1,90,0,39,38,1
27869,2,2,15,4,7,2,4,0,0,0,39,38,0
8642,30,5,12,2,3,0,4,1,0,0,46,38,1
7816,14,2,11,2,3,0,4,1,0,0,39,38,1
26019,26,2,9,4,11,1,4,1,0,0,59,38,1
4336,23,2,9,2,3,0,4,1,0,0,59,38,0
29135,29,1,11,2,6,0,2,1,0,0,39,38,0
15052,17,2,11,0,13,1,4,1,0,0,39,38,0
18977,6,2,9,4,3,3,4,0,0,0,14,38,0
14337,51,2,0,6,7,4,2,0,0,0,19,38,0
13989,33,2,15,2,13,0,4,1,0,0,49,38,0
31332,20,2,9,2,3,0,4,1,0,0,49,38,1
24092,13,2,9,2,3,0,4,1,0,0,54,38,0
12992,54,2,14,2,9,0,4,1,0,0,11,38,1
13932,12,2,12,2,9,0,4,1,0,0,54,38,1
4711,19,4,11,5,7,4,4,0,0,0,39,38,0
28023,13,2,11,4,0,1,4,0,0,0,39,38,0
1446,7,2,11,4,2,3,4,1,0,14,49,38,0
15255,48,2,11,6,11,4,4,0,0,0,39,38,0
29878,13,2,9,2,11,0,4,1,0,0,44,38,1
7557,11,2,15,5,12,4,4,1,0,0,39,38,1
4629,15,2,9,2,9,0,4,1,0,0,49,38,0
3772,52,2,5,0,6,4,2,0,46,0,39,38,0
14446,41,3,11,2,11,0,4,1,0,0,49,38,0
15784,11,2,11,4,6,4,4,0,0,0,39,12,0
21714,38,0,9,2,3,0,4,1,0,0,39,38,1
26904,8,2,9,4,3,3,2,1,0,0,49,38,0
13388,31,0,11,2,0,0,4,1,0,0,35,38,0
3585,43,2,15,0,9,4,4,1,52,0,41,38,0
18296,16,2,11,2,0,0,4,1,0,0,39,38,0
26900,2,2,11,4,5,3,4,1,0,0,24,38,0
31488,4,2,15,4,2,3,4,1,0,0,39,38,0
7539,6,2,15,2,13,0,4,1,0,0,23,38,0
3652,20,4,11,2,9,0,4,1,50,0,29,38,0
28794,8,5,15,2,10,0,4,1,0,0,39,38,0
13079,37,2,9,2,3,0,4,1,0,0,39,38,1
18290,6,2,15,4,6,3,1,1,0,0,29,38,0
15678,37,4,12,0,9,1,4,1,0,0,49,38,1
18168,24,2,15,6,0,4,2,0,0,0,47,38,0
25253,20,2,15,2,7,5,4,0,0,0,39,38,0
773,41,2,0,2,13,0,4,1,0,44,39,38,1
28304,7,2,11,2,4,0,4,1,0,0,59,38,0
30204,24,4,11,2,13,0,4,1,0,0,44,38,0
14209,11,2,9,2,9,0,4,1,0,0,49,38,0
27231,20,2,9,2,11,0,4,1,0,0,49,38,1
29593,26,2,9,2,7,0,4,1,0,0,39,38,0
13182,38,2,9,2,7,2,1,1,0,0,34,29,0
19778,13,2,15,4,11,1,4,1,0,0,44,38,0
1260,4,2,15,4,11,3,4,0,0,23,21,38,0
14789,47,2,11,2,3,0,4,1,0,0,4,38,0
21974,18,2,9,3,9,1,1,0,0,0,39,29,0
10746,49,4,14,2,9,0,4,1,0,0,49,38,0
2819,16,4,9,2,11,0,4,1,90,0,75,38,1
5355,24,2,7,2,12,0,4,1,0,0,39,38,0
8394,13,2,11,4,0,3,4,0,0,0,39,38,0
7425,27,4,15,2,3,0,4,1,0,0,49,38,1
28350,2,2,15,4,7,1,4,1,0,0,19,38,0
16303,36,1,15,2,7,0,4,1,0,0,34,38,0
